conversation_id,tweet,username,date,user_id
1617672906233847809,I rated Chainsaw Man (2022– ) 8/10,Mflhalhajri,2023-01-24 05:27:30,819760831923625984
1617671821200953345,I rated Babylon (2022) 8/10,SorcererMilk,2023-01-24 05:23:11,161609292
1617670782905114625,I rated Sattar (2022) 7/10,14justhuman,2023-01-24 05:19:04,1285330683322347522
1617670269866237953,I rated Vikings: The Joke (S5.E8) 9/10,3NB_18,2023-01-24 05:17:01,1427410325771522050
1617665838990901248,I rated Star Wars: Episode IX - The Rise of Skywalker (2019) 9/10,kristianmeller,2023-01-24 04:59:25,395680865
1617665258075656192,I rated Black Bird (2022–2022) 9/10,holleywhat,2023-01-24 04:57:06,773227080389685248
1617664509295960071,I rated The Last of Us: Infected (S1.E2) 9/10,sllo0m83338,2023-01-24 04:54:08,3018826418
1617664103912280064,I rated Babylon (2022) 8/10,thedancobb,2023-01-24 04:52:31,37173660
1617659924229640194,I rated The Lord of the Rings: The Rings of Power (2022– ) 8/10,MeshariBaker,2023-01-24 04:35:55,256871815
1617659643412598792,I rated Vikings: Full Moon (S5.E7) 6/10,3NB_18,2023-01-24 04:34:48,1427410325771522050
1617657421991665666,I rated Exorcist II: The Heretic (1977) 6/10,siakaras,2023-01-24 04:25:58,112681377
1617653589530271747,ياعيني على جمال الحوارات وعلى سرد القصة والمعلومات شي رائع رائع وفعلا قدروا يوصلو لنا رعب ال Clicker بشكل منطقي والمصابين عموما  مسلسل لعبتي المفضلة باختصار اعاد لي شغف المتابعة 🥳💙  I rated The Last of Us: Infected (S1.E2) 9/10,msh_hi,2023-01-24 04:10:44,3189523710
1617651733945106433,I rated Avengers: Infinity War (2018) 10/10,iahmed_93,2023-01-24 04:03:22,351033533
1617650544038014976,I rated We Summon the Darkness (2019) 6/10 ,chrisbradish,2023-01-24 03:58:38,23544265
1617649319850434562,I rated Mass (2021) 9/10,GavEvans81,2023-01-24 03:53:46,257611566
1617648861064863744,Good Night Oppy (2022) - IMDb I rated Good Night Oppy 7/10,bf79,2023-01-24 03:51:57,14248401
1617646888647380997,I rated Fantastic Beasts: The Secrets of Dumbledore (2022) 6/10,jay_pxl,2023-01-24 03:44:07,371258706
1617644120901550080,I rated Vinland Saga: Snake (S2.E3) 8/10,9bluage6,2023-01-24 03:33:07,1244098298262237184
1617643726163316737,I rated Nimic (2019) 9/10,MariaTommy12,2023-01-24 03:31:33,1467751741
1617643184850440192,I rated Bank of Dave (2023) 8/10,tastyparmo,2023-01-24 03:29:24,115037602
1617642333259833345,I rated House: Three Stories (S1.E21)  “House’s Leg Stories”  10/10,NTG_021,2023-01-24 03:26:01,1013421552946368512
1617641628134510592,I rated The Banshees of Inisherin (2022) 8/10,A_f808080,2023-01-24 03:23:13,884295607036366848
1617640741462761480,I rated The Last of Us: Infected (S1.E2) 10/10,iGhazzi,2023-01-24 03:19:41,554278232
1617640221104906240,I rated Her (2013) 9/10,0pioids,2023-01-24 03:17:37,790516563829002241
1617636004491321348,I rated Straw Man (2021) 9/10,kendutontopping,2023-01-24 03:00:52,35487151
1617634878899511314,I rated An American Crime (2007) 10/10,jprscrprs,2023-01-24 02:56:23,531406965
1617633732235517978,I rated Verdens verste menneske (2021) 9/10,somerataci,2023-01-24 02:51:50,90058586
1617630848609574912,I rated The Last of Us: Infected (S1.E2) 10/10,S18Anas,2023-01-24 02:40:23,3290820715
1617630283888484373,I rated Babylon (2022) 8/10,mk_1a,2023-01-24 02:38:08,1549273665153503234
1617629923652296709,I rated #TheLastOfUs: Infected (S1.E2) 9/10,iMish3al,2023-01-24 02:36:42,294681913
1617628965564211212,I rated The Reader (2008) 9/10,kun3ziz,2023-01-24 02:32:54,927614353549004802
1617627406574968837,I rated Reservoir Dogs (1992) 8/10,gustavoseifer,2023-01-24 02:26:42,144951541
1617627201993641984,"I rated Hunde, wollt ihr ewig leben (1959) 8/10",mmjvanloo,2023-01-24 02:25:53,4738161262
1617626008986820608,I rated The Last of Us: When You're Lost in the Darkness (S1.E1) 10/10,T4bdullah,2023-01-24 02:21:09,1517589336044232704
1617625432764866574,I rated #Snatch (2000) 6/10,knhred_,2023-01-24 02:18:51,1068655224892600321
1617625271602929682,I rated Le Samouraï (1967) 8/10,TLMaths,2023-01-24 02:18:13,1193197579
1617624104365969408,I rated The Last of Us: Infected (S1.E2) 9/10,noha_alanezi,2023-01-24 02:13:35,894151692
1617622071650967574,I rated Gulltransporten (2022) 6/10,ArtemIngmar,2023-01-24 02:05:30,704059879380676609
1617621065630375943,I rated The Banshees of Inisherin (2022) 9/10,anikulnikov,2023-01-24 02:01:30,189475029
1617620368914583585,I rated Drive My Car (2021) 8/10,GoGoJiii,2023-01-24 01:58:44,128482648
1617620131324039193,I rated The Usual Suspects (1995) 9/10,OnlyMSJ,2023-01-24 01:57:47,973387398016008193
1617619381759971346,I rated Awakenings (1990) 8/10,Zthesavior,2023-01-24 01:54:49,391627918
1617619119104266286,I rated The Last of Us: Infected (S1.E2) 10/10,cyprymike,2023-01-24 01:53:46,92582160
1617617576942571530,I rated Ambulance (2022) 7/10,GavEvans81,2023-01-24 01:47:38,257611566
1617617445249814541,I rated Captain Clegg (1962) 8.5/10,M_Hayati,2023-01-24 01:47:07,297556278
1617617229100552207,I rated The Last of Us: Infected (S1.E2) 10/10,Eng_royal91,2023-01-24 01:46:15,1734728864
1617615645411053589,Movie #29: I rated #Kwaidan (1964) 8.5/10,BuckeyefromMich,2023-01-24 01:39:58,620953
1617614736144666633,I rated Iris (2016) 7/10,safaokan,2023-01-24 01:36:21,67964861
1617614686488330241,Entertaining movie.       I rated Babylon (2022) 7/10,throwaway4poin1,2023-01-24 01:36:09,1396435978009595913
1617611488281169922,I rated #TheGrave (2019–2019) 7/10,piaktw,2023-01-24 01:23:27,36988769
1617610450568417291,I rated Alkhallat+ (2022) 7/10,_iYasser99,2023-01-24 01:19:19,343197336
1617609398716665907,I rated Kaleidoscope (2023–2023) 6/10,iYaqooub,2023-01-24 01:15:09,326487899
1617607110103105537,I rated Alkhallat+ (2022) 8/10 ,CaptPRICE347,2023-01-24 01:06:03,842725736821805058
1617607077760827392,Mediocrity Monday - I rated Executive Action (1973) 5/10,Gravity_Gunner,2023-01-24 01:05:55,14147989
1617605445048274953,يالطيف انا وش شفت ! ، واضح موعودين بمسلسل عظيم 🔥   I rated The Last of Us: Infected (S1.E2) 10/10,ii7t5_,2023-01-24 00:59:26,1561432287396388865
1617604635346305024,بداية جميلة لثلاثية الدولار، حقبة الويسترن الظاهر الحياة كانت عندهم تمشي سلوموشن🤡. I rated Per un pugno di dollari (1964) 8/10,_4ilnn,2023-01-24 00:56:13,1131650342301642754
1617603230938300417,I rated Double XL (2022) 4/10,Arunkmukherjee,2023-01-24 00:50:38,375045981
1617596568026087452,I rated The Last of Us: Infected (S1.E2) 10/10,iRash90_,2023-01-24 00:24:09,773093162453696512
1617596259090432025,I rated The Last of Us: Infected (S1.E2) 9/10,iSaudma,2023-01-24 00:22:56,1071100712
1617595801877741594,I rated The Last of Us: Infected (S1.E2) 10/10,YS8ii,2023-01-24 00:21:07,781513700117274625
1617592867983089664,I rated Violent Night (2022) 6/10,M7mdAlbalushi1,2023-01-24 00:09:27,2907908779
1617592341040189443,I rated The Last of Us: Infected (S1.E2) 10/10,bvbker,2023-01-24 00:07:22,956787255489818625
1617590693559402508,I rated Till (2022) 10/10,Kassimrajab16,2023-01-24 00:00:49,1453404152932020227
1617590558955806720,I rated Alkhallat+ (2022) 8/10 ,erenjaeggerr,2023-01-24 00:00:17,1253878379926958081
1617589524611072012,I rated The Last of Us: Infected (S1.E2) 10/10,buklotze,2023-01-23 23:56:10,1116861975752003584
1617588584499773457,I rated The Last of Us: Infected (S1.E2) 10/10,RJHatan9,2023-01-23 23:52:26,1327202146773819392
1617574360335761416,I rated Dracula (1958) 10/10,M_Hayati,2023-01-23 22:55:55,297556278
1617568340834238480,I rated Eat Drink Man Woman (1994) 9/10,ayracorhan,2023-01-23 22:32:00,356558872
1617567663928098819,I rated The Last of Us (2023–) 9/10,zahiralbarqi,2023-01-23 22:29:18,1725422041
1617555881515749376,I rated The Last of Us: When You're Lost in the Darkness (S1.E1) 10/10,nk1ff,2023-01-23 21:42:29,996183545419915264
1617553933659955214,I rated The Ripper (2020–2020) 7/10,maalrivba,2023-01-23 21:34:45,389420377
1617551688042176513,I rated Raymond &amp; Ray (2022) 4/10,Lewishamdreamer,2023-01-23 21:25:49,70455504
1617550992949612545,I rated Croupier (1998) 7/10,DavidLaney,2023-01-23 21:23:04,58806549
1617550102087729153,I rated Panorama: Channel Crisis: Can People Smugglers Be Stopped? (S70.E33) 6/10,imdbmap,2023-01-23 21:19:31,3437023271
1617548596370440192,I rated Alkhallat+ (2022) 1/10,Falsayyari_,2023-01-23 21:13:32,197027936
1617544302757904384,I rated Puss in Boots: The Last Wish (2022) 10/10,__adel11,2023-01-23 20:56:28,1202750322533421056
1617544105621618689,I rated Meet Cute (2022) 7/10,dyanna2909,2023-01-23 20:55:41,19180071
1617541950315581441,I rated Nabil El Gamil Dr. Tagmeel (2022) 7/10,YupimKai,2023-01-23 20:47:08,1522273109902077952
1617540831816073217,I rated The Last of Us: Infected (S1.E2) 10/10,TonyLaCerva,2023-01-23 20:42:41,1475077609914572803
1617539133123227648,I rated Everything Everywhere All at Once (2022) 8/10,eurikoetama,2023-01-23 20:35:56,57854091
1617537446249463808,I rated The Menu (2022) 7/10,SipsyJP,2023-01-23 20:29:14,19999871
1617535310316933122,I rated A Fish Called Wanda (1988) 6/10,mmarcinex,2023-01-23 20:20:44,51231721
1617531030142844928,I rated Zodiac (2007) 6/10,fcb20o09,2023-01-23 20:03:44,1544681527342153730
1617528716233670667,I rated Peacemaker (2022– ) 6/10,gavsouthern,2023-01-23 19:54:32,235873057
1617526282283257858,I rated The Last of Us: Infected (S1.E2) 10/10,zorayassimp,2023-01-23 19:44:52,1606919222197616641
1617525743294230529,I rated Avatar: The Way of Water (2022) 8/10,eurikoetama,2023-01-23 19:42:44,57854091
1617525609080492035,I rated Top Gun: Maverick (2022) 8/10,eurikoetama,2023-01-23 19:42:12,57854091
1617525488859348994,I rated The Last of Us (2023– ) 8/10,eurikoetama,2023-01-23 19:41:43,57854091
1617522726121488384,I rated The Menu (2022) 7/10,Onyx187,2023-01-23 19:30:44,25574533
1617521235465801728,I rated Священный дым (1999) 9/10,Jr_Redrum,2023-01-23 19:24:49,1958603090
1617511333716434944,I rated Hustle (2022) 9/10,Dazzabooyah,2023-01-23 18:45:28,90332847
1617509277496709121,I rated The Nightingale of Bursa (2023) 8/10,Nicolaifyr,2023-01-23 18:37:18,1080130565867823104
1617503425016520705,I rated The Last of Us: Infected (S1.E2) 10/10,mohnnawi,2023-01-23 18:14:02,797938668
1617503413444526081,I rated The Last of Us: Infected (S1.E2) 10/10,SalmanSAO,2023-01-23 18:14:00,730401400920870912
1617499264376086528,I rated In Bruges (2008) 8/10,1tawy,2023-01-23 17:57:30,17192354
1617497395494850563,مبدئيا اذا الحلقة الجاية عن بيل وفرانك ف تقييمها 0/10 I rated The Last of Us: Infected (S1.E2) 9/10 ,LivingFailuresX,2023-01-23 17:50:05,1283126172465991682
1617491550409297920,I rated  Babylon (2022) 6/10 ,ahmed_alkoblan,2023-01-23 17:26:51,446408953
1617490260014907392,I rated The Last of Us#: Infected (S1.E2) 10/10,8ab_9,2023-01-23 17:21:44,829077741672730625
1617485660092354561,Bella Ramsey is the one 👏🏼 حلقة ممتازة لها I rated The Last of Us: Infected (S1.E2) 9/10,OMO_SABU,2023-01-23 17:03:27,160481813
1617481380757372928,I rated Marvel Studios' Black Widow (2021) 7/10,Sgboy01,2023-01-23 16:46:27,78264349
